elec_date,county_name,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10003,FOR STATE AUDITOR AND INSPECTOR,,10,10,2,CINDY BYRD,REP,32,141,1086,1259
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,10,10,1,MIKE HUNTER,REP,28,133,1019,1180
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,10,10,2,MARK MYLES,DEM,13,32,325,370
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,10,10,1,RANDY McDANIEL,REP,32,142,1073,1247
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,10,10,2,CHARLES de COUNE,IND,6,17,179,202
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,10,10,1,JOY HOFMEISTER,REP,26,128,934,1088
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,10,10,2,JOHN COX,DEM,12,31,332,375
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,10,10,3,LARRY HUFF,IND,3,8,80,91
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,10,10,1,LESLIE OSBORN,REP,27,129,979,1135
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,10,10,2,FRED DORRELL,DEM,13,30,292,335
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,10,10,3,BRANDT DISMUKES,IND,1,5,58,64
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,10,10,1,GLEN MULREADY,REP,29,125,995,1149
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,10,10,2,KIMBERLY FOBBS,DEM,12,39,339,390
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,10,10,1,BOB ANTHONY,REP,27,133,983,1143
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,10,10,2,ASHLEY NICOLE McCRAY,DEM,12,26,301,339
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,10,10,3,JACKIE SHORT,IND,2,8,60,70
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10013,FOR UNITED STATES REPRESENTATIVE DISTRICT 04,,10,10,1,TOM COLE,REP,29,136,1055,1220
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10013,FOR UNITED STATES REPRESENTATIVE DISTRICT 04,,10,10,2,MARY BRANNON,DEM,11,29,262,302
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10013,FOR UNITED STATES REPRESENTATIVE DISTRICT 04,,10,10,3,RUBY PETERS,IND,0,2,35,37
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10490,"FOR DISTRICT JUDGE DISTRICT 5, OFFICE 1",,10,10,1,JAY S. WALKER,,17,61,652,730
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",10490,"FOR DISTRICT JUDGE DISTRICT 5, OFFICE 1",,10,10,2,EMMIT TAYLOE,,15,63,404,482
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,10,10,1,YES,,22,94,626,742
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,10,10,2,NO,,13,39,464,516
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,10,10,1,YES,,21,89,590,700
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,10,10,2,NO,,14,42,491,547
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,10,10,1,YES,,21,93,575,689
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,10,10,2,NO,,14,40,502,556
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,10,10,1,YES,,19,84,628,731
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,10,10,2,NO,,17,47,476,540
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,10,10,1,YES,,23,90,600,713
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,10,10,2,NO,,12,36,486,534
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20013,COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND,,10,10,1,YES,,23,86,625,734
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20013,COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND,,10,10,2,NO,,12,37,455,504
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20014,COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS,,10,10,1,YES,,20,88,595,703
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20014,COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS,,10,10,2,NO,,15,37,484,536
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20021,COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON,,10,10,1,YES,,22,97,586,705
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20021,COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON,,10,10,2,NO,,13,33,491,537
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20023,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER,,10,10,1,YES,,20,91,594,705
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20023,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER,,10,10,2,NO,,14,36,481,531
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20024,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL,,10,10,1,YES,,21,89,611,721
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20024,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL,,10,10,2,NO,,14,37,461,512
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",,10,10,1,YES,,22,93,587,702
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",,10,10,2,NO,,12,33,489,534
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20026,COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE,,10,10,1,YES,,20,91,606,717
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",20026,COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE,,10,10,2,NO,,15,36,472,523
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",30002,STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415,,10,10,1,FOR THE PROPOSAL - YES,,21,83,585,689
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",30002,STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415,,10,10,2,AGAINST THE PROPOSAL - NO,,18,81,722,821
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,10,10,1,FOR THE PROPOSAL - YES,,28,120,935,1083
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,10,10,2,AGAINST THE PROPOSAL - NO,,10,40,345,395
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,10,10,1,FOR THE PROPOSAL - YES,,23,74,527,624
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,10,10,2,AGAINST THE PROPOSAL - NO,,15,87,752,854
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,10,10,1,FOR THE PROPOSAL - YES,,19,60,411,490
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,10,10,2,AGAINST THE PROPOSAL - NO,,19,99,863,981
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,10,10,1,FOR THE PROPOSAL - YES,,19,61,570,650
11/06/2018,JEFFERSON,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,10,10,2,AGAINST THE PROPOSAL - NO,,19,101,716,836
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,14,14,1,CHRIS POWELL,LIB,0,8,73,81
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,14,14,2,KEVIN STITT,REP,41,261,1670,1972
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,14,14,3,DREW EDMONDSON,DEM,16,128,816,960
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,14,14,1,MATT PINNELL,REP,41,270,1781,2092
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,14,14,2,ANASTASIA A. PITTMAN,DEM,14,113,666,793
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,14,14,3,IVAN HOLMES,IND,2,11,91,104
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10003,FOR STATE AUDITOR AND INSPECTOR,,14,14,1,JOHN YEUTTER,LIB,9,54,354,417
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10003,FOR STATE AUDITOR AND INSPECTOR,,14,14,2,CINDY BYRD,REP,44,314,2019,2377
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,14,14,1,MIKE HUNTER,REP,40,281,1837,2158
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,14,14,2,MARK MYLES,DEM,16,111,690,817
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,14,14,1,RANDY McDANIEL,REP,44,297,1967,2308
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,14,14,2,CHARLES de COUNE,IND,10,68,384,462
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,14,14,1,JOY HOFMEISTER,REP,40,256,1651,1947
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,14,14,2,JOHN COX,DEM,17,115,712,844
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,14,14,3,LARRY HUFF,IND,0,21,161,182
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,14,14,1,LESLIE OSBORN,REP,39,266,1726,2031
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,14,14,2,FRED DORRELL,DEM,15,106,686,807
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,14,14,3,BRANDT DISMUKES,IND,3,15,94,112
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,14,14,1,GLEN MULREADY,REP,42,270,1733,2045
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,14,14,2,KIMBERLY FOBBS,DEM,15,118,771,904
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,14,14,1,BOB ANTHONY,REP,35,262,1697,1994
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,14,14,2,ASHLEY NICOLE McCRAY,DEM,16,106,674,796
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,14,14,3,JACKIE SHORT,IND,5,25,142,172
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10011,FOR UNITED STATES REPRESENTATIVE DISTRICT 02,,14,14,1,RICHARD CASTALDO,LIB,0,5,45,50
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10011,FOR UNITED STATES REPRESENTATIVE DISTRICT 02,,14,14,2,MARKWAYNE MULLIN,REP,39,275,1808,2122
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10011,FOR UNITED STATES REPRESENTATIVE DISTRICT 02,,14,14,3,JASON NICHOLS,DEM,17,108,620,745
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10011,FOR UNITED STATES REPRESENTATIVE DISTRICT 02,,14,14,4,JOHN FOREMAN,IND,1,7,75,83
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10017,FOR STATE SENATOR DISTRICT 6,,5,5,1,DAVID BULLARD,REP,21,101,642,764
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10017,FOR STATE SENATOR DISTRICT 6,,5,5,2,ARNOLD BOURNE,DEM,2,44,333,379
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10021,FOR STATE SENATOR DISTRICT 14,,9,9,1,FRANK SIMPSON,REP,20,182,1161,1363
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10021,FOR STATE SENATOR DISTRICT 14,,9,9,2,JUSTIN ARLEDGE,DEM,14,69,404,487
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10060,FOR STATE REPRESENTATIVE DISTRICT 22,,14,14,1,CHARLES McCALL,REP,34,290,1822,2146
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10060,FOR STATE REPRESENTATIVE DISTRICT 22,,14,14,2,WAYNE EIDSON,DEM,19,100,639,758
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10060,FOR STATE REPRESENTATIVE DISTRICT 22,,14,14,3,RENAE WARD,IND,3,7,89,99
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10432,FOR COUNTY COMMISSIONER DISTRICT NO. 3,,4,4,1,T. J. CLEMENTS,REP,9,49,396,454
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",10432,FOR COUNTY COMMISSIONER DISTRICT NO. 3,,4,4,2,MELVIN FARMER,DEM,6,37,383,426
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,14,14,1,YES,,29,234,1440,1703
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,14,14,2,NO,,19,125,814,958
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,14,14,1,YES,,30,209,1228,1467
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,14,14,2,NO,,16,148,1009,1173
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,14,14,1,YES,,28,205,1219,1452
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,14,14,2,NO,,18,150,1007,1175
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,14,14,1,YES,,29,202,1198,1429
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,14,14,2,NO,,17,157,1041,1215
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,14,14,1,YES,,25,213,1273,1511
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,14,14,2,NO,,20,145,952,1117
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20013,COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND,,14,14,1,YES,,29,238,1334,1601
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20013,COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND,,14,14,2,NO,,18,120,883,1021
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20014,COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS,,14,14,1,YES,,30,211,1281,1522
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20014,COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS,,14,14,2,NO,,15,144,930,1089
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20021,COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON,,14,14,1,YES,,27,225,1270,1522
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20021,COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON,,14,14,2,NO,,18,130,944,1092
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20023,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER,,14,14,1,YES,,26,212,1252,1490
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20023,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER,,14,14,2,NO,,19,141,951,1111
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20024,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL,,14,14,1,YES,,30,214,1262,1506
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20024,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL,,14,14,2,NO,,15,137,950,1102
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",,14,14,1,YES,,25,210,1246,1481
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",,14,14,2,NO,,20,141,958,1119
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20026,COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE,,14,14,1,YES,,24,216,1248,1488
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",20026,COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE,,14,14,2,NO,,21,138,966,1125
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",30002,STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415,,14,14,1,FOR THE PROPOSAL - YES,,38,227,1410,1675
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",30002,STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415,,14,14,2,AGAINST THE PROPOSAL - NO,,18,163,1114,1295
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,14,14,1,FOR THE PROPOSAL - YES,,38,300,1962,2300
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,14,14,2,AGAINST THE PROPOSAL - NO,,18,88,551,657
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,14,14,1,FOR THE PROPOSAL - YES,,24,199,1120,1343
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,14,14,2,AGAINST THE PROPOSAL - NO,,32,191,1353,1576
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,14,14,1,FOR THE PROPOSAL - YES,,23,139,896,1058
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,14,14,2,AGAINST THE PROPOSAL - NO,,31,246,1570,1847
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,14,14,1,FOR THE PROPOSAL - YES,,20,161,1141,1322
11/06/2018,JOHNSTON,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,14,14,2,AGAINST THE PROPOSAL - NO,,35,227,1351,1613
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,28,28,1,CHRIS POWELL,LIB,17,16,514,547
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,28,28,2,KEVIN STITT,REP,277,463,7113,7853
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,28,28,3,DREW EDMONDSON,DEM,181,276,4122,4579
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,28,28,1,MATT PINNELL,REP,309,506,8021,8836
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,28,28,2,ANASTASIA A. PITTMAN,DEM,151,224,3180,3555
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,28,28,3,IVAN HOLMES,IND,15,21,490,526
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10003,FOR STATE AUDITOR AND INSPECTOR,,28,28,1,JOHN YEUTTER,LIB,88,132,2321,2541
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10003,FOR STATE AUDITOR AND INSPECTOR,,28,28,2,CINDY BYRD,REP,337,566,8716,9619
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,28,28,1,MIKE HUNTER,REP,304,531,8273,9108
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,28,28,2,MARK MYLES,DEM,169,215,3376,3760
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,28,28,1,RANDY McDANIEL,REP,314,547,8571,9432
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,28,28,2,CHARLES de COUNE,IND,108,150,2451,2709
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,28,28,1,JOY HOFMEISTER,REP,280,493,7448,8221
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,28,28,2,JOHN COX,DEM,157,211,3226,3594
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,28,28,3,LARRY HUFF,IND,33,47,995,1075
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,28,28,1,LESLIE OSBORN,REP,296,508,7901,8705
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,28,28,2,FRED DORRELL,DEM,145,218,3014,3377
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,28,28,3,BRANDT DISMUKES,IND,24,20,652,696
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,28,28,1,GLEN MULREADY,REP,295,513,7950,8758
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,28,28,2,KIMBERLY FOBBS,DEM,171,232,3617,4020
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,28,28,1,BOB ANTHONY,REP,293,491,7564,8348
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,28,28,2,ASHLEY NICOLE McCRAY,DEM,153,224,3257,3634
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,28,28,3,JACKIE SHORT,IND,22,30,808,860
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10012,FOR UNITED STATES REPRESENTATIVE DISTRICT 03,,28,28,1,FRANK D. LUCAS,REP,317,531,8378,9226
11/06/2018,KAY,"FEDERAL, STATE AND COUNTY",10012,FOR UNITED STATES REPRESENTATIVE DISTRICT 03,,28,28,2,FRANKIE ROBBINS,DEM,155,221,3302,3678
